movieId,title,era,genres,tag,story,runtime,director,season
1266,Unforgiven,B,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[-0.30671167  1.6280745  -0.39507145  0.05068356  0.9361273   0.2926902
 -0.15736444 -0.19759598 -0.13233164  0.77257466 -0.37671396 -0.38071382
 -0.67347986  1.8423564  -0.34309447  0.18736352 -0.27344114 -0.97113067
  0.888083    0.1273403 ]","[ 0.02833826 -0.01792834  0.04168276 -0.03324531 -0.03539152 -0.04262208
 -0.0176395  -0.00796813  0.00319003  0.02372131 -0.00687234 -0.0009704
 -0.04612433 -0.01284722 -0.02902313  0.02339006 -0.01643916  0.00896767
  0.01531018  0.00815259]",0.5694964295701671,Christopher Nolan,Aut
1267,"Manchurian Candidate, The",G,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1.3205283  -0.02870241 -0.6724438   0.3420432   0.8844368   0.05864144
  0.48124436 -0.6185441   0.6792531   0.78175855 -0.6438337  -2.014434
  0.15662609  2.0414598   0.22852652 -1.1116617  -0.6995164  -0.06382299
  1.2198792  -0.06795008]","[ 0.00513844 -0.00718383  0.04684739 -0.04777895  0.04135669 -0.02864848
  0.01208176  0.03807772 -0.02694814 -0.00196301 -0.01856505 -0.02770422
  0.0285763   0.03883095 -0.01536024  0.04065368 -0.03750895  0.02118537
  0.03636435 -0.03536685]",0.6890002091326505,Christopher Nolan,Sum
1269,Arsenic and Old Lace,G,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[ 0.60990393  0.84852034  0.076632    1.1375341   0.01303147  0.45920753
  0.10756355 -1.0977535   0.86995745  1.0407941  -0.12373482 -0.01859095
  0.42422318  0.994565   -0.47126898 -0.17119953 -0.17093581  0.4996026
  0.45610413  1.7606795 ]","[ 0.00172834 -0.00711082 -0.00635728 -0.01424657  0.02639186 -0.0385494
  0.00774406 -0.00916811 -0.03523821 -0.00942312 -0.02084373  0.01124998
 -0.01011295 -0.03719424 -0.00894833 -0.00605134 -0.03974182 -0.03002672
  0.01341793 -0.04040483]",0.2863156536077236,Christopher Nolan,Aut
1270,Back to the Future,N,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[-1.7270684   1.65644    -0.36079448  0.26874587  0.0851186   0.86954117
  0.5083213  -0.66516906  0.22194068  0.65674514 -0.29569373  0.7354042
 -1.3676069   0.5344352   0.5607006  -0.10955105 -0.70373535 -0.8057032
  0.76443034  1.2560672 ]","[-0.41565835  1.4808317  -0.22762284  0.56050557  0.52348125  0.9511367
  1.1338272  -0.5779692   0.4350143   1.073246   -0.09044614  0.7117678
 -0.09528784  0.04248511 -0.09592622  0.73200864 -0.03841798  0.32948855
  0.22071795  0.7695807 ]",0.8099786599472271,Christopher Nolan,Spr
1272,Patton,N,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-0.8364236   1.284395    0.11346102 -0.11551647 -1.1422786   1.5426176
 -0.06818862 -0.20554857  1.019882    1.7766893  -0.9389058  -0.42399627
 -1.0560265  -0.04868031 -0.27369538  0.82943046 -1.1398516  -0.88459694
 -0.01229947  1.3509681 ]","[-0.01276327  0.02357698 -0.0061463   0.03900742 -0.01674178  0.046698
  0.02420047  0.0249198  -0.02251467 -0.00047223 -0.00748531  0.03663608
 -0.01228889 -0.04005643  0.02124584  0.0015095   0.02287225  0.03105728
 -0.04422016  0.04573553]",0.8375494771960346,Christopher Nolan,Spr
1274,Akira,N,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]","[-0.7972928   1.5021837  -0.6995678  -0.42859727 -3.0338495   1.7876906
  0.16294873 -0.6134368  -0.14552519  0.92425585 -0.34655058  0.9523618
 -0.36172074  1.9361492  -0.8318469  -0.5994806  -1.0769967   0.2465221
 -0.41755638  1.6346275 ]","[ 4.6451829e-02  2.6094269e-02 -2.5383204e-02 -8.2336487e-03
 -3.4113687e-02  4.0754538e-02  4.2024761e-02 -4.5498658e-02
 -2.1714371e-02  1.7963160e-02 -3.3423893e-02  2.4471682e-02
  2.1714550e-02 -2.8769618e-02  4.8232280e-02  3.5742231e-02
  6.7836045e-05 -1.4594192e-02 -3.7527896e-02  3.1002974e-02]",0.9397437647321307,Christopher Nolan,Sum
1276,Cool Hand Luke,G,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-0.04271318 -0.35063487 -0.4994191  -0.6380574   0.41167808  1.0271921
  0.5974304  -1.3272728  -0.15657912  0.8184529  -1.1530396   0.4747975
 -0.855437    1.6070216  -0.5641292  -0.1681051  -0.22016776 -0.88907295
  0.27525234 -0.04160632]","[ 0.0365213  -0.02697031 -0.02091083 -0.04828134  0.00813054  0.03717173
 -0.00501969 -0.02354187 -0.04963638 -0.0271728   0.02135013  0.04233232
 -0.04190426 -0.00301286 -0.0051203   0.00220161 -0.0417827  -0.01563824
 -0.03164926 -0.03826875]",0.9294886602830965,Christopher Nolan,Aut
1277,Cyrano de Bergerac,B,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[-0.09169534  0.25140375 -0.39219818  0.23444635 -0.79839104  0.46671268
  0.1473056  -0.6067062   0.10359796  0.78074336 -1.0174795  -0.374209
 -0.0288206   1.2032145   0.09314077 -0.28495663 -0.04199766 -0.32585216
 -0.0195495   0.16071874]","[-0.02844201  0.00764629 -0.00706039  0.00514032 -0.00938724  0.01611628
  0.02903488 -0.02459573 -0.04411467  0.01552278 -0.0495051  -0.00348207
 -0.00698954  0.04210985 -0.021517   -0.00739694 -0.04903589 -0.02588269
  0.03071445  0.02695711]",0.6854685100633727,Christopher Nolan,Sum
1278,Young Frankenstein,N,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-0.22193588 -0.5610221   0.23999482  0.8964623   0.22649719  0.31938267
 -0.68912333 -0.6049371   0.93548167  0.5916792  -0.20184281 -0.91996
 -0.63206553  1.7713488  -0.31363562 -0.5774772  -0.53490305 -0.40280777
  0.69575894  1.0371544 ]","[-0.04102755 -0.03043008 -0.00804507 -0.00163395  0.02863542  0.04743754
 -0.02042116  0.00800389 -0.04410748 -0.02826931 -0.00063127 -0.02519343
  0.04972101  0.0459051  -0.03244018 -0.02315683 -0.04401384 -0.02660304
 -0.00124581 -0.02883117]",0.8166270357449037,Christopher Nolan,Sum
1280,Raise the Red Lantern (Da hong deng long gao gao gua),B,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-0.08521695  0.24225724 -0.44253954  0.32189572 -0.809249    0.52484137
  0.11690257 -0.5791181   0.18428165  0.77963376 -1.0439911  -0.40908855
 -0.07926824  1.1511496   0.19635648 -0.24411628 -0.06036244 -0.41125646
  0.00144854  0.06278042]","[ 0.0239243  -0.01841315 -0.03461495 -0.02193402 -0.03259192 -0.00822868
  0.02625559  0.01965963 -0.03357012 -0.01553344 -0.03903997  0.01517645
 -0.01924058 -0.00336141  0.04843333 -0.04689728 -0.03473731 -0.0433773
  0.03707737 -0.03004535]",0.5137017189695214,Christopher Nolan,Sum
1281,"Great Dictator, The",G,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-0.26366633  0.29706404 -0.37546167  0.49249208 -0.21595886  0.9900958
  0.6953817   0.0446347  -0.03706489 -0.10500222 -0.69432867 -0.5735182
 -0.8006641   0.8827733   0.81667787 -0.6528889  -1.1120332  -0.9470887
  1.3434203   1.1860038 ]","[ 0.01651491  0.01928465  0.04803862  0.03740197 -0.00773303  0.03586622
  0.00301694  0.03139908 -0.04844082 -0.04996039 -0.03832055 -0.00199766
 -0.02409356  0.036148    0.02998243 -0.03762689 -0.0262467  -0.04946002
  0.02510237  0.00562841]",0.3995367740382302,Christopher Nolan,Aut
1282,Fantasia,G,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]","[-0.4725721   0.8976722  -0.36342162  0.15813932 -0.27378118  0.22972067
 -0.9776577  -0.7285892   0.1647451   0.398922   -1.2063404  -0.17644516
 -0.5454459   1.0903616  -0.13406278  0.8820705  -0.47192433 -0.42035484
 -0.06409711  0.7103698 ]","[-0.0456638  -0.04531967  0.0491549  -0.04964624  0.01611184 -0.04300214
 -0.03309319 -0.04851007  0.00998088  0.02575098  0.00648877  0.0444388
 -0.01367475 -0.04246358  0.04940057 -0.03769214  0.01625543 -0.03819949
 -0.0272344  -0.01573508]",0.13031599588788198,Christopher Nolan,Win
1283,High Noon,G,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[ 0.33626097 -0.08844632 -0.15206642 -0.64535344 -1.1067839   0.5771877
  0.3386549  -1.8133746   0.59429044  0.19049542 -0.30154836 -0.6609774
 -0.45609418  0.33770314  0.58027846 -0.1377556  -1.1203463  -1.0759575
  0.01829156  0.05764755]","[ 0.01404561 -0.0223973  -0.00372126 -0.04709329 -0.03454013  0.02334257
  0.01571236 -0.04876743  0.00993822  0.01045598  0.00433933 -0.02294894
 -0.01267825 -0.01650441  0.03006066 -0.00630409 -0.0422025  -0.0469595
 -0.01460014 -0.00803815]",0.9546313309566852,Christopher Nolan,Spr
1284,"Big Sleep, The",G,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1.3464706   0.77757275  0.45296818  0.41495097 -0.4726867   0.9088687
  0.28149226 -1.5888159  -0.09449273  0.50454926 -0.35246676  0.23826422
 -0.5822026   0.25964373 -1.23215    -0.0261569  -1.0713067   0.07795022
  0.18512261  0.19367385]","[-0.04903146 -0.00741035  0.02350841  0.04394085 -0.01774784  0.01707331
  0.02905983 -0.03611633 -0.01667038  0.00354644  0.02972732  0.0099645
 -0.01614956 -0.03631769 -0.03845382  0.00995985 -0.02463775  0.01390628
 -0.00914189 -0.02670412]",0.24304643427895187,Christopher Nolan,Spr
1285,Heathers,N,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-0.02356903  0.55789804  0.08568198  0.4550689  -0.34490547  0.10529425
  0.05714041 -0.56270957 -0.06546969  0.17186967 -1.1733665  -1.4920368
 -0.48762855  1.3839906  -0.8621893  -0.9616306   0.4861099  -1.1824932
  1.2078117   1.2151628 ]","[-0.04573875  0.04673672  0.01571093 -0.01496175 -0.00668789  0.04609516
 -0.03586303 -0.01416084 -0.02723683 -0.03859195 -0.02566993  0.00384321
  0.00172992  0.03007955  0.00026218 -0.01178816 -0.00212587  0.04027318
  0.04124581 -0.04093108]",0.47388296469307367,Christopher Nolan,Spr
1288,This Is Spinal Tap,N,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-0.41012886  0.8596517  -1.9269584   0.7221587   0.0429735  -0.42534813
 -1.4017527  -1.8270533   0.755463    0.15690628 -0.60973585 -0.73996437
 -2.0478964   1.680639    1.1901995   0.05939724  0.11858003 -1.2799153
  0.8243163   0.19673817]","[ 0.04039218 -0.01264409 -0.04975757  0.02889792  0.04709315 -0.02706046
 -0.04177467  0.02069477 -0.01123868 -0.02084537  0.02209004 -0.01190736
 -0.04704313 -0.01904516  0.03425726 -0.00946238  0.00887544 -0.02037807
  0.03231503 -0.04858099]",0.777999362460622,Christopher Nolan,Sum
1291,Indiana Jones and the Last Crusade,N,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-0.19028398  1.0794218  -0.9842872   0.62689215  0.6668107  -0.21392135
 -0.8819578  -1.6956592  -0.39342782 -0.10733274 -2.5588655  -1.7670416
 -0.9127754   0.9718233   0.26956016 -0.95508397 -0.68496925 -1.6566503
 -0.20252903  0.9133257 ]","[ 0.02435594  0.01620078  0.02515846  0.02853739  0.02696781 -0.01215137
 -0.00354215  0.01759607 -0.04897714 -0.02894512 -0.02282608 -0.02175144
 -0.01713515  0.03370532 -0.00696988 -0.03473758 -0.04167824 -0.03398532
 -0.00338147 -0.00260117]",0.8252948566695673,Christopher Nolan,Sum
1292,Being There,N,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-0.49392104  0.6745471  -0.25611365  0.21004654  0.32840106 -0.15676415
 -0.7984204  -0.8006501   0.01212703  1.4102046   0.03774243 -0.19270039
  0.19936436  1.1679796  -1.2985332  -0.78889686 -0.6566594  -1.0697609
  0.495236    0.39727947]","[-0.01556204  0.00490751  0.02991308 -0.02097375  0.03987399  0.02832472
 -0.03441503  0.01826576 -0.02347063  0.0136163  -0.01410571 -0.04568221
  0.02098938 -0.01212717 -0.0142561   0.0014348  -0.02148177 -0.03129187
 -0.02608806  0.00552677]",0.29761244889821314,Christopher Nolan,Spr
1293,Gandhi,N,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-0.26196775  1.3907093  -0.5550109   0.2963548   0.28797582  0.36705184
  0.08801772 -0.9694664  -0.40434155  0.7443855  -0.56718683  0.16649243
  0.29493248  0.4621215  -0.5523903  -0.03272632 -0.7946061  -1.8097601
  0.43994358  0.68540746]","[-0.041127    0.02671506  0.01815242 -0.00164022  0.02568946 -0.04336139
 -0.04987264  0.0018206  -0.01726753 -0.02635997 -0.00733975  0.04921312
  0.02054925 -0.04069161 -0.04780447  0.02958117 -0.04213087 -0.04548937
 -0.02473904  0.03411673]",0.5783084985480464,Christopher Nolan,Win
1296,"Room with a View, A",N,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[-0.40535727  0.6590163  -0.9219791  -0.43094528  0.69212204 -0.30628836
  0.73801005 -0.7043512  -0.05566393  0.15667741 -1.1544033   0.5259293
 -0.6306055   0.8206902  -0.3434207   0.08442754  0.24133554 -0.6007615
  0.33231598  1.9917283 ]","[-0.02066764 -0.03268934  0.02087293  0.00034136  0.03447134 -0.02453661
 -0.00158792  0.00223428 -0.01154622  0.0345199  -0.00816422  0.03464185
 -0.00149476 -0.00243564  0.02801811  0.01348383  0.02580196  0.00632824
  0.01081216  0.03487066]",0.12113703353461178,Christopher Nolan,Sum
1299,"Killing Fields, The",N,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[ 1.336397   -0.5088628   0.584588    0.5944393  -0.9343598   0.8453041
  0.1944603  -2.1242485   0.7125268   0.9824878   0.00406286 -0.08301999
 -1.2425712   1.8294832  -0.22807339 -0.11647092 -0.17098367 -0.4948469
  0.49299335  0.74538934]","[ 0.02988347  0.00323398  0.00913213 -0.00900822 -0.0089304  -0.00511911
  0.00462964 -0.02612912  0.04238284 -0.00170923  0.01191477  0.02945626
 -0.03156934  0.02662257 -0.03016313 -0.01435897  0.02304504 -0.00904456
  0.00140665  0.0114617 ]",0.9680341082846209,Christopher Nolan,Sum
1301,Forbidden Planet,G,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[-0.5064638   1.8586137  -0.8127952   0.33008593 -0.09919115 -0.76401144
  0.1973164   0.17034294 -0.10855526 -0.12051647 -1.5855285  -0.15063004
 -1.5841619   1.7300576   0.03764617 -0.62235665 -1.7168027  -0.88810307
  0.6751854   1.0433651 ]","[ 0.02804453 -0.03065119 -0.03790208 -0.02705405 -0.03319342 -0.01664386
  0.0092859   0.03486843 -0.02126629 -0.0090524   0.0252762   0.03243091
  0.00593783  0.02087085  0.04925689 -0.00148054 -0.00300943  0.03735552
 -0.00036867  0.00308059]",0.77028046506811,Christopher Nolan,Spr
1302,Field of Dreams,N,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[-0.5108953   0.8429838  -0.3835271  -0.33196098  0.47292787  0.21808669
  1.0968953  -0.68722355  0.46462196  0.32760617 -0.00438192 -1.4359045
 -0.95781165  0.64766395  0.6810289   0.17298725 -0.34643757 -0.16159624
  0.7048313   1.6184349 ]","[-0.03130981  0.04226372 -0.02614192  0.03205137  0.03013884  0.00760537
  0.04680203  0.0332569   0.01224959 -0.0277579   0.03431845 -0.01906771
  0.00582609 -0.0034099   0.00888413 -0.03686566 -0.00638412 -0.02863418
  0.03407155  0.00599025]",0.3766064592150392,Christopher Nolan,Spr
1303,"Man Who Would Be King, The",N,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-0.1307744   1.424524   -0.6116494   0.37199643  0.2261841   0.32720068
  0.14140481 -0.97427565 -0.42004225  0.740867   -0.5157255   0.11794102
  0.27542415  0.452169   -0.5889004  -0.01410045 -0.75542116 -1.7577426
  0.49134204  0.68701136]","[ 0.03854182 -0.01795368  0.01638581  0.04603233 -0.04582586 -0.03351067
  0.04342331 -0.02566839  0.03986065 -0.00853263 -0.02673928 -0.01158601
 -0.04554175 -0.03630144  0.00101244 -0.00888222  0.04521531 -0.0113511
  0.03134501 -0.00516259]",0.9733087110487679,Christopher Nolan,Spr
1304,Butch Cassidy and the Sundance Kid,G,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[ 0.2912069  -0.02502872 -0.19626169  0.74381375 -0.40042487  0.35065496
  0.66830105 -1.2926695   1.0989698   0.48361424 -0.45098653 -0.43743932
  0.8495368   0.97971565 -0.19124436 -0.02162461 -0.30192646  0.04046584
  1.190938    0.29780483]","[-0.01365107 -0.00447676  0.03986228 -0.02425286  0.04570637 -0.0030423
 -0.02801589  0.02617869  0.02173252 -0.03062139 -0.03884224 -0.00473273
  0.01921971  0.03292959 -0.04738144  0.035839    0.013395    0.00255538
  0.04104283  0.0182249 ]",0.13425610829079496,Christopher Nolan,Aut
1307,When Harry Met Sally...,N,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[-0.27477768  1.3961931   0.16628492  0.51008457 -0.29409593  0.18642005
  0.0503764  -2.1747801   1.2227755   0.26052988 -0.93103445 -0.10702063
 -1.2235084   1.0089939  -0.22134086 -0.9776592   0.7983379   0.87664515
  0.42982072  0.8187106 ]","[ 0.34597847  1.6415616  -0.00318017  0.45218033  0.37212804  0.6898321
  0.9584081  -1.4368865   0.8236997   0.64777744  0.02141792  0.60195696
 -0.33330607 -0.22096038 -0.487256   -0.1378264   1.1106069   1.1124171
  0.47639456 -0.12398259]",0.14554001673637304,Christopher Nolan,Sum
1333,"Birds, The",G,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","[-0.35437238 -0.29038578 -0.06730615 -0.4380015   0.17851748  0.90226287
  0.2580244  -1.4519205   0.16346042  0.34179133 -1.5382795   0.36130577
 -0.57079166  0.7745483   0.08562175 -0.39944857 -0.23249449 -1.2782733
  1.4201063   0.06279805]","[-0.02855976 -0.0156327   0.02933406 -0.03559301  0.00806699  0.02444786
 -0.01573632 -0.02038144 -0.02033252 -0.02120409 -0.03493651  0.03606207
  0.00188693 -0.04316749  0.02754871 -0.0261832  -0.01894126 -0.04930425
  0.04032607 -0.01607183]",0.623960367723746,Christopher Nolan,Spr
1343,Cape Fear,B,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-0.64178467  0.89494276 -0.47725883  0.6366031  -0.9852956   2.3518665
  0.2240883  -2.6909742   1.0711719   0.85541487 -1.3179051   3.712202
 -0.52076954  1.5886487  -0.16063815 -1.7209888  -0.7817671  -0.661456
 -0.57834077  0.96197844]","[-0.01655701  0.00523928 -0.02808726 -0.00634948  0.04173667  0.03730386
 -0.01810573 -0.04150347  0.02203535  0.01091188 -0.02947802  0.04512043
 -0.03103157  0.01023882  0.02127221 -0.04713626 -0.03229198 -0.00612375
 -0.04626917  0.03011661]",0.3229319491570084,Christopher Nolan,Win
1344,Cape Fear,G,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[ 0.18503188  0.40802404  0.21165317  0.38513494 -0.675431    1.563882
  0.8071771  -0.35077134  0.04546649  0.5325156  -0.41297612 -0.9062683
  0.05709274  1.0230277  -0.21600498 -1.1183479  -0.8940615  -0.15563723
  0.04579692  1.4594363 ]","[ 0.01740977 -0.04353567  0.01139958  0.02290356 -0.0132814   0.04123859
  0.03373265 -0.01249559 -0.02321514 -0.03111617  0.04710918 -0.04428852
  0.03033971  0.04215498 -0.01081776 -0.02995269 -0.02806572  0.03704039
 -0.04138561  0.01760831]",0.6580944415665579,Christopher Nolan,Aut
1345,Carrie,N,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","[-0.800606    0.08115067 -0.7907926   0.83270884  0.25843883  1.1315689
  1.177807   -0.13064262 -1.0774963   0.9373707  -1.96904    -1.2962927
 -0.4446846   2.3468084  -1.2054294  -0.755527    1.1439263  -1.5598669
  1.351727    1.1893353 ]","[ 0.00242884  0.01619979 -0.03124035  0.03205143  0.02546857 -0.0281674
  0.0341702  -0.0114633   0.0058493   0.04733029 -0.02411484 -0.04907666
 -0.01285128  0.00432865 -0.03479519  0.04679809 -0.042854   -0.01092211
  0.0438846  -0.01581017]",0.8129460117821269,Christopher Nolan,Aut
1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens)",S,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[ 0.1039068   1.1971096  -0.89639646 -0.3965544  -0.23058347  0.73490995
 -0.09513368 -0.61672956  1.008017   -0.52016866 -0.31217134 -0.08558693
  0.2864774   1.6433672  -0.1026748  -0.18840271 -1.4599252  -0.3119883
  0.44875184 -0.17565285]","[ 0.04714077  0.0468441  -0.0104598  -0.04854728  0.00710392  0.01950067
 -0.01645788 -0.02617525  0.03611052 -0.02292483  0.03232606 -0.00057441
  0.04266974  0.04771184 -0.02164672 -0.01819081 -0.01833878 -0.0086497
  0.04784967 -0.02521028]",0.7713992713566602,Christopher Nolan,Aut
1350,"Omen, The",N,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","[ 0.3859662   1.5183946  -0.19534598  0.4938731   0.27917385  1.257142
 -0.7597452  -0.54649097  1.5393484   0.78852254 -0.6688149   0.08959588
 -0.29294562  0.795036    0.06555288 -0.42598954  0.10862053 -0.99616116
 -0.38636357  0.5547315 ]","[ 4.0528648e-02 -2.7218658e-02 -2.5847435e-03  7.6634227e-03
  2.7477740e-06  2.8614074e-02 -3.4847356e-02 -1.6179401e-02
  3.5026126e-02 -4.2615287e-02 -2.7047252e-02 -2.3183256e-02
  4.5202363e-02 -8.3751623e-03  1.3434207e-02 -3.2367218e-02
  4.2510808e-02  3.9802879e-02  3.6037564e-03  3.0079961e-03]",0.3928339916886029,Christopher Nolan,Spr
1353,"Mirror Has Two Faces, The",B,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[-1.0620219   1.7438705  -0.39807355  0.20205165 -0.89526165  0.55196756
  0.05845588 -1.6622925  -0.49833438  0.48973545 -1.562461    0.20465411
 -0.10885946  0.15054308  0.48015803 -1.0638912   0.8289164   0.45931894
  1.3818514   1.4164286 ]","[-0.02965533  0.04063227 -0.01859393 -0.003172   -0.00203676  0.03320127
 -0.03016248 -0.01613075 -0.02404075  0.00845164  0.00254875  0.00276371
 -0.03842201 -0.03252821  0.02466781 -0.02361326  0.03856464  0.0251845
  0.02365227  0.037023  ]",0.9319555279289002,Christopher Nolan,Sum
1354,Breaking the Waves,B,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-0.76075464  0.92149115  0.07632436  0.9802845  -0.30076373  0.42639062
  0.38084012 -0.8688548   0.827845    0.65609235 -1.1676674  -0.7012976
 -0.36166877  0.17406397 -0.09136225  0.6280759  -0.43894047 -0.6792291
  0.05045638 -0.05272899]","[ 0.0024312   0.04838344  0.03486632  0.00062141  0.04533603 -0.00924075
 -0.02889822 -0.01955    -0.04043972 -0.0389424   0.02865706 -0.03374971
 -0.04932155 -0.04001063 -0.01121328 -0.03696478 -0.00436194 -0.03519709
 -0.04103292  0.03679683]",0.4059191281017277,Christopher Nolan,Aut
1356,Star Trek: First Contact,B,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]","[-0.41880545  0.4163345  -0.53792936 -0.8661929   0.6342756   0.40089127
 -0.5348407  -1.4193137   1.1233524   0.4475158  -1.0715332   0.04757654
 -0.48034263 -0.08098341  0.2697327  -1.2419659   0.36936262 -0.72130895
  0.06541391  0.7190058 ]","[ 0.02139541 -0.02858113 -0.00725204 -0.0126846   0.04479865 -0.00553353
 -0.03902126 -0.03441845  0.03442363 -0.01245756 -0.0202893   0.00347952
  0.00875036 -0.04879897  0.02957519 -0.03660716  0.03519957  0.02622434
 -0.02633947 -0.00948647]",0.12265344858650276,Christopher Nolan,Win
1357,Shine,B,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[-0.73616725  0.93951654 -0.7480008   0.36890122 -0.37787247 -0.65684164
 -0.6841049  -1.1650078   0.68498194  0.48490822 -0.395385   -0.7189828
 -0.9724432   0.7256215   0.40084735  0.26660636  0.04216046 -0.38806415
  0.96804917  0.02742819]","[-0.04209923 -0.01720869  0.02837404  0.03685592  0.04072286  0.04694252
 -0.04574462  0.036611   -0.00030391 -0.01905426 -0.02344812  0.02177915
  0.0119933   0.0244774   0.0451205  -0.03820641  0.03048184  0.00812978
  0.00682322  0.01237219]",0.952774382480831,Christopher Nolan,Sum
